Cod Municipio,Departamento,Municipio,Categoria,Año,PCs aportados por MinTic,Tabletas MinTic para estudiantes,Tabletas MinTic para docentes,PCs MinTic para docentes,Tabletas aportadas por Dptos,PC aportados por Dptos,Total dispositivos,Sedes beneficiadas,Inversión
05002,ANTIOQUIA,ABEJORRAL,6,2010,12,0,0,0,0,0,12,5744,"$ 16,220,940.00"
05002,ANTIOQUIA,ABEJORRAL,6,2011,20,0,0,0,0,0,20,4705,"$ 20,534,677.00"
05002,ANTIOQUIA,ABEJORRAL,6,2012,170,0,0,0,0,0,170,3889,"$ 248,481,873.70"
05002,ANTIOQUIA,ABEJORRAL,6,2013,110,0,0,0,0,0,110,9985,"$ 152,800,551.40"
05002,ANTIOQUIA,ABEJORRAL,6,2014,156,440,0,0,0,0,596,2691,"$ 311,717,860.80"
05002,ANTIOQUIA,ABEJORRAL,6,2015,20,50,31,0,0,0,101,14307,"$ 58,026,905.60"
05002,ANTIOQUIA,ABEJORRAL,6,2016,0,0,86,0,0,0,86,4722,"$ 58,424,186.00"
05002,ANTIOQUIA,ABEJORRAL,6,2017,0,130,1,0,0,0,131,3781,"$ 123,533,427.53"
05002,ANTIOQUIA,ABEJORRAL,6,2018,0,0,0,0,0,0,0,3318,"$ 2,863,272.00"
05002,ANTIOQUIA,ABEJORRAL,6,2019,0,0,0,0,0,0,0,1053,$ 0.00
05002,ANTIOQUIA,ABEJORRAL,6,2020,0,0,0,0,0,0,0,0,$ 0.00
05002,ANTIOQUIA,ABEJORRAL,6,2021,0,0,0,0,0,0,0,0,$ 0.00
05002,ANTIOQUIA,ABEJORRAL,6,2022,0,0,0,0,0,0,0,0,$ 0.00
05004,ANTIOQUIA,ABRIAQUI,6,2010,0,0,0,0,0,0,0,5744,$ 0.00
05004,ANTIOQUIA,ABRIAQUI,6,2011,10,0,0,0,0,0,10,4705,"$ 10,651,100.00"
05004,ANTIOQUIA,ABRIAQUI,6,2012,0,0,0,0,0,0,0,3889,$ 0.00
05004,ANTIOQUIA,ABRIAQUI,6,2013,55,0,0,0,0,0,55,9985,"$ 78,144,446.30"
05004,ANTIOQUIA,ABRIAQUI,6,2014,16,0,0,0,0,0,16,2691,"$ 13,556,999.10"
05004,ANTIOQUIA,ABRIAQUI,6,2015,0,0,1,0,0,0,1,14307,"$ 517,599.00"
05004,ANTIOQUIA,ABRIAQUI,6,2016,5,110,0,0,0,0,115,4722,"$ 90,463,385.00"
05004,ANTIOQUIA,ABRIAQUI,6,2017,0,10,0,0,0,0,10,3781,"$ 9,227,519.79"
05004,ANTIOQUIA,ABRIAQUI,6,2018,0,0,0,0,0,0,0,3318,$ 0.00
05004,ANTIOQUIA,ABRIAQUI,6,2019,0,0,0,0,0,0,0,1053,$ 0.00
05004,ANTIOQUIA,ABRIAQUI,6,2020,0,0,0,0,0,0,0,0,$ 0.00
05004,ANTIOQUIA,ABRIAQUI,6,2021,0,0,0,0,0,0,0,0,$ 0.00
05004,ANTIOQUIA,ABRIAQUI,6,2022,0,0,0,0,0,0,0,0,$ 0.00
05021,ANTIOQUIA,ALEJANDRIA ,6,2010,5,0,0,0,0,0,5,5744,"$ 8,025,780.00"
05021,ANTIOQUIA,ALEJANDRIA ,6,2011,3,0,0,0,0,0,3,4705,"$ 3,195,330.00"
05021,ANTIOQUIA,ALEJANDRIA ,6,2012,25,480,0,0,0,0,505,3889,"$ 484,566,908.10"
05021,ANTIOQUIA,ALEJANDRIA ,6,2013,35,0,0,0,0,0,35,9985,"$ 43,142,777.80"
05021,ANTIOQUIA,ALEJANDRIA ,6,2014,66,0,0,0,100,0,166,2691,"$ 86,706,124.10"
05021,ANTIOQUIA,ALEJANDRIA ,6,2015,0,60,7,0,0,0,67,14307,"$ 34,231,619.40"
05021,ANTIOQUIA,ALEJANDRIA ,6,2016,0,115,2,0,0,0,117,4722,"$ 89,862,892.00"
05021,ANTIOQUIA,ALEJANDRIA ,6,2017,0,1,0,0,0,0,1,3781,"$ 777,888.33"
05021,ANTIOQUIA,ALEJANDRIA ,6,2018,0,44,0,0,0,0,44,3318,"$ 20,997,328.00"
05021,ANTIOQUIA,ALEJANDRIA ,6,2019,0,0,0,0,0,0,0,1053,$ 0.00
05021,ANTIOQUIA,ALEJANDRIA ,6,2020,0,0,0,0,0,0,0,0,$ 0.00
05021,ANTIOQUIA,ALEJANDRIA ,6,2021,0,0,0,0,0,0,0,0,$ 0.00
05021,ANTIOQUIA,ALEJANDRIA ,6,2022,0,0,0,0,0,0,0,0,$ 0.00
05030,ANTIOQUIA,AMAGA,6,2010,0,0,0,0,0,0,0,5744,$ 0.00
05030,ANTIOQUIA,AMAGA,6,2011,143,0,0,0,0,0,143,4705,"$ 148,473,115.00"
05030,ANTIOQUIA,AMAGA,6,2012,70,0,0,0,0,0,70,3889,"$ 104,610,107.80"
05030,ANTIOQUIA,AMAGA,6,2013,235,0,0,0,0,0,235,9985,"$ 332,211,207.40"
05030,ANTIOQUIA,AMAGA,6,2014,32,90,0,0,27,0,149,2691,"$ 58,075,559.00"
05030,ANTIOQUIA,AMAGA,6,2015,10,60,31,0,0,0,101,14307,"$ 53,426,321.40"
05030,ANTIOQUIA,AMAGA,6,2016,0,150,51,0,0,0,201,4722,"$ 154,569,049.25"
05030,ANTIOQUIA,AMAGA,6,2017,0,422,2,0,158,0,582,3781,"$ 483,188,500.91"
05030,ANTIOQUIA,AMAGA,6,2018,0,0,0,0,0,0,0,3318,$ 0.00
05030,ANTIOQUIA,AMAGA,6,2019,0,0,0,0,0,0,0,1053,$ 0.00
05030,ANTIOQUIA,AMAGA,6,2020,0,0,0,0,0,0,0,0,$ 0.00
05030,ANTIOQUIA,AMAGA,6,2021,320,0,0,0,0,0,320,6,"$ 279,957,360.00"
05030,ANTIOQUIA,AMAGA,6,2022,0,0,0,0,0,0,0,0,$ 0.00
05031,ANTIOQUIA,AMALFI,6,2010,28,0,0,0,0,0,28,5744,"$ 37,848,860.00"
05031,ANTIOQUIA,AMALFI,6,2011,25,0,0,0,0,0,25,4705,"$ 28,757,970.00"
05031,ANTIOQUIA,AMALFI,6,2012,241,0,0,0,0,0,241,3889,"$ 335,483,151.40"
05031,ANTIOQUIA,AMALFI,6,2013,60,0,0,0,0,0,60,9985,"$ 85,004,770.40"
05031,ANTIOQUIA,AMALFI,6,2014,120,0,0,0,0,0,120,2691,"$ 99,524,742.10"
05031,ANTIOQUIA,AMALFI,6,2015,225,700,38,0,0,0,963,14307,"$ 592,219,429.60"
05031,ANTIOQUIA,AMALFI,6,2016,14,355,4,0,0,0,373,4722,"$ 293,039,563.25"
05031,ANTIOQUIA,AMALFI,6,2017,0,10,0,0,0,0,10,3781,"$ 10,666,151.79"
05031,ANTIOQUIA,AMALFI,6,2018,0,0,0,0,0,0,0,3318,"$ 3,340,484.00"
05031,ANTIOQUIA,AMALFI,6,2019,0,0,0,0,0,0,0,1053,"$ 86,500,620.00"
05031,ANTIOQUIA,AMALFI,6,2020,0,0,0,0,0,0,0,0,$ 0.00
05031,ANTIOQUIA,AMALFI,6,2021,0,0,0,0,0,0,0,0,$ 0.00
05031,ANTIOQUIA,AMALFI,6,2022,0,0,0,0,0,0,0,0,$ 0.00
05034,ANTIOQUIA,ANDES,6,2010,0,0,0,0,0,0,0,5744,$ 0.00
05034,ANTIOQUIA,ANDES,6,2011,16,0,0,0,0,0,16,4705,"$ 17,041,760.00"
05034,ANTIOQUIA,ANDES,6,2012,235,0,0,0,0,0,235,3889,"$ 346,459,769.30"
05034,ANTIOQUIA,ANDES,6,2013,225,0,0,0,0,0,225,9985,"$ 306,368,708.10"
05034,ANTIOQUIA,ANDES,6,2014,172,0,0,0,0,0,172,2691,"$ 180,313,383.40"
05034,ANTIOQUIA,ANDES,6,2015,55,120,47,0,0,0,222,14307,"$ 129,585,441.40"
05034,ANTIOQUIA,ANDES,6,2016,0,100,67,0,0,0,167,4722,"$ 123,969,732.00"
05034,ANTIOQUIA,ANDES,6,2017,0,371,3,0,229,0,603,3781,"$ 358,993,105.24"
05034,ANTIOQUIA,ANDES,6,2018,0,0,0,0,0,0,0,3318,"$ 1,908,848.00"
05034,ANTIOQUIA,ANDES,6,2019,0,0,0,0,0,0,0,1053,$ 0.00
05034,ANTIOQUIA,ANDES,6,2020,0,0,0,0,0,0,0,0,$ 0.00
05034,ANTIOQUIA,ANDES,6,2021,0,0,0,0,0,0,0,0,$ 0.00
05034,ANTIOQUIA,ANDES,6,2022,0,0,0,0,0,0,0,0,$ 0.00
05036,ANTIOQUIA,ANGELOPOLIS,6,2010,0,0,0,0,0,0,0,5744,$ 0.00
05036,ANTIOQUIA,ANGELOPOLIS,6,2011,30,0,0,0,0,0,30,4705,"$ 31,953,300.00"
05036,ANTIOQUIA,ANGELOPOLIS,6,2012,50,0,0,0,0,0,50,3889,"$ 69,544,074.90"
05036,ANTIOQUIA,ANGELOPOLIS,6,2013,70,0,0,0,0,0,70,9985,"$ 101,112,594.20"
05036,ANTIOQUIA,ANGELOPOLIS,6,2014,6,0,0,0,0,0,6,2691,"$ 4,555,981.00"
05036,ANTIOQUIA,ANGELOPOLIS,6,2015,20,45,11,0,0,0,76,14307,"$ 48,217,266.00"
05036,ANTIOQUIA,ANGELOPOLIS,6,2016,0,0,2,0,0,0,2,4722,"$ 1,358,702.00"
05036,ANTIOQUIA,ANGELOPOLIS,6,2017,0,125,0,0,0,0,125,3781,"$ 117,195,032.89"
05036,ANTIOQUIA,ANGELOPOLIS,6,2018,0,0,0,0,0,0,0,3318,$ 0.00
05036,ANTIOQUIA,ANGELOPOLIS,6,2019,0,0,0,0,0,0,0,1053,$ 0.00
05036,ANTIOQUIA,ANGELOPOLIS,6,2020,0,0,0,0,0,0,0,0,$ 0.00
05036,ANTIOQUIA,ANGELOPOLIS,6,2021,0,0,0,0,0,0,0,0,$ 0.00
05036,ANTIOQUIA,ANGELOPOLIS,6,2022,0,0,0,0,0,0,0,0,$ 0.00
05038,ANTIOQUIA,ANGOSTURA,6,2010,0,0,0,0,0,0,0,5744,$ 0.00
05038,ANTIOQUIA,ANGOSTURA,6,2011,15,0,0,0,0,0,15,4705,"$ 14,697,445.00"
05038,ANTIOQUIA,ANGOSTURA,6,2012,85,0,0,0,0,0,85,3889,"$ 119,347,790.10"
05038,ANTIOQUIA,ANGOSTURA,6,2013,135,0,0,0,0,0,135,9985,"$ 196,549,820.50"
05038,ANTIOQUIA,ANGOSTURA,6,2014,70,0,0,0,0,0,70,2691,"$ 60,107,992.00"
05038,ANTIOQUIA,ANGOSTURA,6,2015,35,400,15,0,0,0,450,14307,"$ 194,692,888.50"
05038,ANTIOQUIA,ANGOSTURA,6,2016,0,120,1,0,0,0,121,4722,"$ 94,823,209.00"
05038,ANTIOQUIA,ANGOSTURA,6,2017,0,1,2,0,0,0,3,3781,"$ 2,627,566.21"
05038,ANTIOQUIA,ANGOSTURA,6,2018,0,210,0,0,0,0,210,3318,"$ 100,214,520.00"
05038,ANTIOQUIA,ANGOSTURA,6,2019,0,0,0,0,0,0,0,1053,"$ 24,883,740.00"
05038,ANTIOQUIA,ANGOSTURA,6,2020,0,0,0,0,0,0,0,0,$ 0.00
05038,ANTIOQUIA,ANGOSTURA,6,2021,0,0,0,0,0,0,0,0,$ 0.00
05038,ANTIOQUIA,ANGOSTURA,6,2022,0,0,0,0,0,0,0,0,$ 0.00
05040,ANTIOQUIA,ANORI,6,2010,3,0,0,0,0,0,3,5744,"$ 4,055,235.00"
05040,ANTIOQUIA,ANORI,6,2011,0,0,0,0,0,0,0,4705,$ 0.00
05040,ANTIOQUIA,ANORI,6,2012,15,0,0,0,0,0,15,3889,"$ 17,742,389.70"
05040,ANTIOQUIA,ANORI,6,2013,85,0,0,0,0,0,85,9985,"$ 125,734,500.10"
05040,ANTIOQUIA,ANORI,6,2014,276,0,0,0,0,0,276,2691,"$ 316,394,920.50"
05040,ANTIOQUIA,ANORI,6,2015,110,290,33,0,0,0,433,14307,"$ 268,434,198.00"
05040,ANTIOQUIA,ANORI,6,2016,0,265,13,0,0,0,278,4722,"$ 216,732,582.75"
05040,ANTIOQUIA,ANORI,6,2017,3,1,0,0,0,0,4,3781,"$ 21,938,559.63"
05040,ANTIOQUIA,ANORI,6,2018,0,364,0,0,0,0,364,3318,"$ 173,705,168.00"
05040,ANTIOQUIA,ANORI,6,2019,0,0,0,0,0,0,0,1053,"$ 24,883,740.00"
05040,ANTIOQUIA,ANORI,6,2020,186,0,0,0,0,0,186,2,"$ 148,799,368.00"
05040,ANTIOQUIA,ANORI,6,2021,0,0,0,0,0,0,0,0,$ 0.00
05040,ANTIOQUIA,ANORI,6,2022,0,0,0,0,0,0,0,0,"$ 3,761,463.00"
05042,ANTIOQUIA,SANTA FE DE ANTIOQUIA,5,2010,28,0,0,0,0,0,28,5744,"$ 37,848,860.00"
05042,ANTIOQUIA,SANTA FE DE ANTIOQUIA,5,2011,117,0,0,0,0,0,117,4705,"$ 123,850,347.00"
05042,ANTIOQUIA,SANTA FE DE ANTIOQUIA,5,2012,45,690,0,0,0,0,735,3889,"$ 714,118,595.40"
05042,ANTIOQUIA,SANTA FE DE ANTIOQUIA,5,2013,135,0,0,0,0,0,135,9985,"$ 182,638,529.30"
05042,ANTIOQUIA,SANTA FE DE ANTIOQUIA,5,2014,135,0,0,0,270,100,505,2691,"$ 118,288,209.70"
05042,ANTIOQUIA,SANTA FE DE ANTIOQUIA,5,2015,315,790,15,0,0,0,1120,14307,"$ 708,710,853.50"
05042,ANTIOQUIA,SANTA FE DE ANTIOQUIA,5,2016,5,240,0,0,0,0,245,4722,"$ 179,288,842.25"
05042,ANTIOQUIA,SANTA FE DE ANTIOQUIA,5,2017,0,10,0,0,0,0,10,3781,"$ 23,025,737.79"
05042,ANTIOQUIA,SANTA FE DE ANTIOQUIA,5,2018,0,0,0,0,0,0,0,3318,$ 0.00
05042,ANTIOQUIA,SANTA FE DE ANTIOQUIA,5,2019,0,0,0,0,0,0,0,1053,"$ 79,390,980.00"
05042,ANTIOQUIA,SANTA FE DE ANTIOQUIA,5,2020,0,0,0,0,0,0,0,0,$ 0.00
05042,ANTIOQUIA,SANTA FE DE ANTIOQUIA,5,2021,0,0,0,0,0,0,0,0,$ 0.00
05042,ANTIOQUIA,SANTA FE DE ANTIOQUIA,5,2022,0,0,0,0,0,0,0,0,$ 0.00
05044,ANTIOQUIA,ANZA     ,6,2010,0,0,0,0,0,0,0,5744,$ 0.00
05044,ANTIOQUIA,ANZA     ,6,2011,40,0,0,0,0,0,40,4705,"$ 42,604,400.00"
05044,ANTIOQUIA,ANZA     ,6,2012,15,0,0,0,0,0,15,3889,"$ 15,976,650.00"
05044,ANTIOQUIA,ANZA     ,6,2013,95,0,0,0,0,0,95,9985,"$ 135,696,356.90"
05044,ANTIOQUIA,ANZA     ,6,2014,51,0,0,0,0,0,51,2691,"$ 42,450,599.20"
05044,ANTIOQUIA,ANZA     ,6,2015,35,95,9,0,0,0,139,14307,"$ 87,364,607.90"
05044,ANTIOQUIA,ANZA     ,6,2016,0,0,1,0,0,0,1,4722,"$ 679,351.00"
05044,ANTIOQUIA,ANZA     ,6,2017,0,140,0,0,0,0,140,3781,"$ 131,277,751.99"
05044,ANTIOQUIA,ANZA     ,6,2018,0,0,0,0,0,0,0,3318,"$ 954,424.00"
05044,ANTIOQUIA,ANZA     ,6,2019,0,0,0,0,0,0,0,1053,$ 0.00
05044,ANTIOQUIA,ANZA     ,6,2020,0,0,0,0,0,0,0,0,$ 0.00
05044,ANTIOQUIA,ANZA     ,6,2021,0,0,0,0,0,0,0,0,$ 0.00
05044,ANTIOQUIA,ANZA     ,6,2022,0,0,0,0,0,0,0,0,$ 0.00
05051,ANTIOQUIA,ARBOLETES,6,2010,33,0,0,0,0,0,33,5744,"$ 48,408,750.00"
05051,ANTIOQUIA,ARBOLETES,6,2011,54,0,0,0,0,0,54,4705,"$ 53,934,166.00"
05051,ANTIOQUIA,ARBOLETES,6,2012,250,0,0,0,0,0,250,3889,"$ 359,832,317.50"
05051,ANTIOQUIA,ARBOLETES,6,2013,195,0,0,0,0,0,195,9985,"$ 276,591,790.70"
05051,ANTIOQUIA,ARBOLETES,6,2014,283,0,0,0,0,0,283,2691,"$ 295,391,329.40"
05051,ANTIOQUIA,ARBOLETES,6,2015,15,0,19,0,0,0,34,14307,"$ 19,829,490.00"
05051,ANTIOQUIA,ARBOLETES,6,2016,10,160,3,0,0,0,173,4722,"$ 134,175,886.75"
05051,ANTIOQUIA,ARBOLETES,6,2017,3,386,0,0,489,0,878,3781,"$ 413,414,146.66"
05051,ANTIOQUIA,ARBOLETES,6,2018,0,0,0,0,0,0,0,3318,$ 0.00
05051,ANTIOQUIA,ARBOLETES,6,2019,0,0,0,0,0,0,0,1053,"$ 110,199,420.00"
05051,ANTIOQUIA,ARBOLETES,6,2020,0,0,0,0,0,0,0,0,$ 0.00
05051,ANTIOQUIA,ARBOLETES,6,2021,115,0,0,0,0,0,115,4,"$ 87,723,495.00"
05051,ANTIOQUIA,ARBOLETES,6,2022,0,0,0,0,0,0,0,0,$ 0.00
05055,ANTIOQUIA,ARGELIA,6,2010,0,0,0,0,0,0,0,5744,$ 0.00
05055,ANTIOQUIA,ARGELIA,6,2011,45,0,0,0,0,0,45,4705,"$ 46,650,745.00"
05055,ANTIOQUIA,ARGELIA,6,2012,5,0,0,0,0,0,5,3889,"$ 7,744,258.50"
05055,ANTIOQUIA,ARGELIA,6,2013,105,0,0,0,0,0,105,9985,"$ 138,874,077.30"
05055,ANTIOQUIA,ARGELIA,6,2014,165,0,0,0,0,0,165,2691,"$ 148,897,399.40"
05055,ANTIOQUIA,ARGELIA,6,2015,15,80,24,0,0,0,119,14307,"$ 67,909,129.10"
05055,ANTIOQUIA,ARGELIA,6,2016,0,0,3,0,0,0,3,4722,"$ 2,038,053.00"
05055,ANTIOQUIA,ARGELIA,6,2017,0,1,0,0,204,0,205,3781,"$ 37,456,385.25"
05055,ANTIOQUIA,ARGELIA,6,2018,0,0,0,0,0,0,0,3318,$ 0.00
05055,ANTIOQUIA,ARGELIA,6,2019,0,0,0,0,0,0,0,1053,$ 0.00
05055,ANTIOQUIA,ARGELIA,6,2020,0,0,0,0,0,0,0,0,$ 0.00
05055,ANTIOQUIA,ARGELIA,6,2021,0,0,0,0,0,0,0,0,$ 0.00
05055,ANTIOQUIA,ARGELIA,6,2022,0,0,0,0,0,0,0,0,$ 0.00
05059,ANTIOQUIA,ARMENIA,6,2010,0,0,0,0,0,0,0,5744,$ 0.00
05059,ANTIOQUIA,ARMENIA,6,2011,0,0,0,0,0,0,0,4705,$ 0.00
05059,ANTIOQUIA,ARMENIA,6,2012,20,0,0,0,0,0,20,3889,"$ 28,512,080.40"
05059,ANTIOQUIA,ARMENIA,6,2013,70,0,0,0,0,0,70,9985,"$ 98,249,201.20"
05059,ANTIOQUIA,ARMENIA,6,2014,36,0,0,0,0,0,36,2691,"$ 41,285,848.70"
05059,ANTIOQUIA,ARMENIA,6,2015,0,0,7,0,0,0,7,14307,"$ 3,623,193.00"
05059,ANTIOQUIA,ARMENIA,6,2016,0,115,1,0,0,0,116,4722,"$ 90,900,548.25"
05059,ANTIOQUIA,ARMENIA,6,2017,0,1,0,0,0,0,1,3781,"$ 777,888.33"
05059,ANTIOQUIA,ARMENIA,6,2018,0,184,0,0,0,0,184,3318,"$ 87,807,008.00"
05059,ANTIOQUIA,ARMENIA,6,2019,0,0,0,0,0,0,0,1053,$ 0.00
05059,ANTIOQUIA,ARMENIA,6,2020,0,0,0,0,0,0,0,0,$ 0.00
05059,ANTIOQUIA,ARMENIA,6,2021,0,0,0,0,0,0,0,0,$ 0.00
05059,ANTIOQUIA,ARMENIA,6,2022,0,0,0,0,0,0,0,0,$ 0.00
05086,ANTIOQUIA,BELMIRA,6,2010,1,0,0,0,0,0,1,5744,"$ 1,351,745.00"
05086,ANTIOQUIA,BELMIRA,6,2011,13,0,0,0,0,0,13,4705,"$ 13,334,748.00"
05086,ANTIOQUIA,BELMIRA,6,2012,35,0,0,0,0,0,35,3889,"$ 49,425,660.10"
05086,ANTIOQUIA,BELMIRA,6,2013,115,0,0,0,0,0,115,9985,"$ 165,558,572.40"
05086,ANTIOQUIA,BELMIRA,6,2014,37,0,0,0,0,0,37,2691,"$ 39,613,082.40"
05086,ANTIOQUIA,BELMIRA,6,2015,50,0,11,0,0,0,61,14307,"$ 43,337,509.00"
05086,ANTIOQUIA,BELMIRA,6,2016,0,100,0,0,0,0,100,4722,"$ 78,453,215.00"
05086,ANTIOQUIA,BELMIRA,6,2017,0,10,0,0,0,0,10,3781,"$ 22,629,278.28"
05086,ANTIOQUIA,BELMIRA,6,2018,0,0,0,0,0,0,0,3318,$ 0.00
05086,ANTIOQUIA,BELMIRA,6,2019,0,0,0,0,0,0,0,1053,$ 0.00
05086,ANTIOQUIA,BELMIRA,6,2020,0,0,0,0,0,0,0,0,$ 0.00
05086,ANTIOQUIA,BELMIRA,6,2021,100,0,0,0,0,0,100,2,"$ 94,209,900.00"
05086,ANTIOQUIA,BELMIRA,6,2022,0,0,0,0,0,0,0,0,$ 0.00
05091,ANTIOQUIA,BETANIA,6,2010,39,0,0,0,0,0,39,5744,"$ 52,718,055.00"
05091,ANTIOQUIA,BETANIA,6,2011,46,0,0,0,0,0,46,4705,"$ 46,180,809.00"
05091,ANTIOQUIA,BETANIA,6,2012,70,0,0,0,0,0,70,3889,"$ 103,593,611.90"
05091,ANTIOQUIA,BETANIA,6,2013,0,0,0,0,0,0,0,9985,$ 0.00
05091,ANTIOQUIA,BETANIA,6,2014,112,0,0,0,0,0,112,2691,"$ 98,501,205.60"
05091,ANTIOQUIA,BETANIA,6,2015,80,220,17,0,0,0,317,14307,"$ 199,299,508.60"
05091,ANTIOQUIA,BETANIA,6,2016,24,155,1,0,0,0,180,4722,"$ 143,428,710.25"
05091,ANTIOQUIA,BETANIA,6,2017,0,130,0,0,0,0,130,3781,"$ 154,800,960.19"
05091,ANTIOQUIA,BETANIA,6,2018,0,0,0,0,0,0,0,3318,$ 0.00
05091,ANTIOQUIA,BETANIA,6,2019,0,0,0,0,0,0,0,1053,$ 0.00
05091,ANTIOQUIA,BETANIA,6,2020,0,0,0,0,0,0,0,0,$ 0.00
05091,ANTIOQUIA,BETANIA,6,2021,0,0,0,0,0,0,0,0,$ 0.00
05091,ANTIOQUIA,BETANIA,6,2022,0,0,0,0,0,0,0,0,$ 0.00
05093,ANTIOQUIA,BETULIA,6,2010,5,0,0,0,0,0,5,5744,"$ 6,758,725.00"
05093,ANTIOQUIA,BETULIA,6,2011,67,0,0,0,0,0,67,4705,"$ 65,222,186.00"
05093,ANTIOQUIA,BETULIA,6,2012,93,0,0,0,0,0,93,3889,"$ 132,048,312.60"
05093,ANTIOQUIA,BETULIA,6,2013,175,0,0,0,0,0,175,9985,"$ 239,883,747.50"
05093,ANTIOQUIA,BETULIA,6,2014,143,0,0,0,0,0,143,2691,"$ 142,104,651.20"
05093,ANTIOQUIA,BETULIA,6,2015,5,330,15,0,0,0,350,14307,"$ 126,089,253.10"
05093,ANTIOQUIA,BETULIA,6,2016,0,0,6,0,0,0,6,4722,"$ 4,076,106.00"
05093,ANTIOQUIA,BETULIA,6,2017,15,226,3,0,174,0,418,3781,"$ 226,261,941.60"
05093,ANTIOQUIA,BETULIA,6,2018,0,0,0,0,0,0,0,3318,$ 0.00
05093,ANTIOQUIA,BETULIA,6,2019,0,0,0,0,0,0,0,1053,"$ 56,877,120.00"
05093,ANTIOQUIA,BETULIA,6,2020,0,0,0,0,0,0,0,0,$ 0.00
05093,ANTIOQUIA,BETULIA,6,2021,0,0,0,0,0,0,0,0,$ 0.00
05093,ANTIOQUIA,BETULIA,6,2022,0,0,0,0,0,0,0,0,$ 0.00
05101,ANTIOQUIA,CIUDAD BOLIVAR,6,2010,0,0,0,0,0,0,0,5744,$ 0.00
05101,ANTIOQUIA,CIUDAD BOLIVAR,6,2011,115,0,0,0,0,0,115,4705,"$ 119,929,240.00"
05101,ANTIOQUIA,CIUDAD BOLIVAR,6,2012,80,0,0,0,0,0,80,3889,"$ 110,180,895.10"
05101,ANTIOQUIA,CIUDAD BOLIVAR,6,2013,95,0,0,0,0,0,95,9985,"$ 138,066,269.30"
05101,ANTIOQUIA,CIUDAD BOLIVAR,6,2014,186,0,0,0,0,0,186,2691,"$ 247,085,396.00"
05101,ANTIOQUIA,CIUDAD BOLIVAR,6,2015,60,40,35,0,0,0,135,14307,"$ 85,386,332.90"
05101,ANTIOQUIA,CIUDAD BOLIVAR,6,2016,0,80,52,0,0,0,132,4722,"$ 102,648,824.00"
05101,ANTIOQUIA,CIUDAD BOLIVAR,6,2017,0,340,0,0,200,0,540,3781,"$ 319,766,655.99"
05101,ANTIOQUIA,CIUDAD BOLIVAR,6,2018,0,0,0,0,0,0,0,3318,"$ 954,424.00"
05101,ANTIOQUIA,CIUDAD BOLIVAR,6,2019,0,0,0,0,0,0,0,1053,"$ 9,479,520.00"
05101,ANTIOQUIA,CIUDAD BOLIVAR,6,2020,0,0,0,0,0,0,0,0,$ 0.00
05101,ANTIOQUIA,CIUDAD BOLIVAR,6,2021,95,0,0,0,0,0,95,5,"$ 72,467,235.00"
05101,ANTIOQUIA,CIUDAD BOLIVAR,6,2022,0,0,0,0,0,0,0,0,$ 0.00
05107,ANTIOQUIA,BRICEÑO,6,2010,0,0,0,0,0,0,0,5744,$ 0.00
05107,ANTIOQUIA,BRICEÑO,6,2011,77,0,0,0,0,0,77,4705,"$ 78,175,855.00"
05107,ANTIOQUIA,BRICEÑO,6,2012,15,0,0,0,0,0,15,3889,"$ 15,976,650.00"
05107,ANTIOQUIA,BRICEÑO,6,2013,110,0,0,0,0,0,110,9985,"$ 160,153,783.30"
05107,ANTIOQUIA,BRICEÑO,6,2014,105,0,0,0,0,0,105,2691,"$ 90,290,219.00"
05107,ANTIOQUIA,BRICEÑO,6,2015,135,445,36,0,0,0,616,14307,"$ 376,045,686.60"
05107,ANTIOQUIA,BRICEÑO,6,2016,5,25,6,0,0,0,36,4722,"$ 26,137,251.00"
05107,ANTIOQUIA,BRICEÑO,6,2017,0,1,0,0,224,0,225,3781,"$ 777,888.33"
05107,ANTIOQUIA,BRICEÑO,6,2018,0,0,0,0,0,0,0,3318,$ 0.00
05107,ANTIOQUIA,BRICEÑO,6,2019,0,0,0,0,0,0,0,1053,"$ 28,438,560.00"
05107,ANTIOQUIA,BRICEÑO,6,2020,0,0,0,0,0,0,0,0,$ 0.00
05107,ANTIOQUIA,BRICEÑO,6,2021,110,0,0,0,0,0,110,6,"$ 83,909,430.00"
05107,ANTIOQUIA,BRICEÑO,6,2022,0,0,0,0,0,0,0,0,$ 0.00
05113,ANTIOQUIA,BURITICA,6,2010,4,0,0,0,0,0,4,5744,"$ 5,406,980.00"
05113,ANTIOQUIA,BURITICA,6,2011,30,0,0,0,0,0,30,4705,"$ 31,953,300.00"
05113,ANTIOQUIA,BURITICA,6,2012,25,0,0,0,0,0,25,3889,"$ 26,627,750.00"
05113,ANTIOQUIA,BURITICA,6,2013,90,0,0,0,0,0,90,9985,"$ 130,040,799.00"
05113,ANTIOQUIA,BURITICA,6,2014,46,0,0,0,0,0,46,2691,"$ 61,456,083.70"
05113,ANTIOQUIA,BURITICA,6,2015,40,0,15,0,0,0,55,14307,"$ 46,898,699.40"
05113,ANTIOQUIA,BURITICA,6,2016,0,95,0,0,0,0,95,4722,"$ 74,530,554.25"
05113,ANTIOQUIA,BURITICA,6,2017,0,1,0,0,254,0,255,3781,"$ 1,497,204.33"
05113,ANTIOQUIA,BURITICA,6,2018,0,0,0,0,0,0,0,3318,$ 0.00
